fault_type,scenario,ddh_abs_C_h,ddh_cold_C_h,ddh_hot_C_h,dh_energy_kWh_est,return_temp_flow_wtd_C,zone_temp_mean_C,intended_sp_mean_C,comp_active_rate
stuck_closed,baseline,0.07088616390746662,0.07088616390746662,0.0,710.8398283344235,54.762738789687596,21.99606187978292,22.0,
stuck_closed,faulty_no_comp,9.855583352468386,9.854030623231322,0.0015527292370653234,627.4662488607942,46.795968555635774,21.45264011700032,22.0,
stuck_closed,compensated,6.082161862456795,6.080434042652901,0.0017278198038934314,660.2918288288012,53.90549669623008,21.66229409873061,22.0,0.9444444444444444
stuck_open,baseline,0.07088616390746662,0.07088616390746662,0.0,710.8398283344235,54.762738789687596,21.99606187978292,22.0,
stuck_open,faulty_no_comp,30.54833618070822,0.05972117829125935,30.488615002416957,1029.1313601325849,54.09970062629751,23.69049410134031,22.0,
stuck_open,compensated,9.566370866104734,0.0618176661757609,9.504553199928974,874.8173601826522,50.54940245458858,22.524596418541844,22.0,0.5092592592592593
supply_curve,baseline,14.603152727021122,14.603152727021122,0.0,1316.8684388339907,54.50055816456145,21.246671978617023,21.67617647058824,
supply_curve,faulty_no_comp,21.021327815300168,21.021327815300168,0.0,1279.928039641274,47.333084577266696,21.05790212307941,21.67617647058824,
supply_curve,compensated,17.3496617578608,17.3496617578608,0.0,1306.8883877416733,60.4573827317333,21.165892301239392,21.67617647058824,0.8055555555555556
