fault_type,ddh_baseline,ddh_faulty,ddh_compensated,ddh_recovery_pct,energy_baseline_kWh,energy_faulty_kWh,energy_comp_kWh,energy_delta_vs_baseline_pct,energy_delta_fault_to_comp_pct
stuck_closed,0.07088616390746662,9.855583352468386,6.082161862456795,38.56451985476891,710.8398283344235,627.4662488607942,660.2918288288012,-7.111025225480386,5.231449504671202
stuck_open,0.07088616390746662,30.54833618070822,9.566370866104734,68.84422844771179,710.8398283344235,1029.1313601325849,874.8173601826522,23.068140713562194,-14.994587273101082
supply_curve,14.603152727021122,21.021327815300168,17.3496617578608,57.20732150396787,1316.8684388339907,1279.928039641274,1306.8883877416733,-0.7578624255855125,2.106395614862505
